CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,U104,U105,U202_01,U203,U204,U204_01,U204_02,U204_03,U204_04,U204_05,U204_06,U204_07,U205,U205_01,U205_02,U205_03,U205_04,U205_05,U205_06,U205_07,U205_08,U205_09,U205_10,U206,U207,U208,U208_02,U208_03,U208_04,U208_05,U208_07,U208_08,U208_09,U208_10,U208_11,U208_12,U208_13,U208_14,U208_15,U208_16,U208_16a,U209,U210,U210_01,U210_02,U210_03,U210_04,U210_05,U210_06,U210_07,U210_08,U210_09,U210_10,U210_11,U210_12,U210_13,U210_16,U210_15,U210_14,U210_14a,U211,U212,U212_01,U212_02,U212_03,U212_04,U212_05,U212_06,U212_07,U212_08,U212_09,U212_10,U212_11,U212_12,U212_13,U212_14,U212_14a,U213,U213_02,U302_01,U302_02,U302_03,U303_01,U303_02,U303_03,U303_04,U303_05,U303_06,U304_01,U305_01,U402_01,U402_02,U402_03,U402_04,U402_05,U403_01,U403_02,U403_03,U403_04,U403_05,U403_06,U403_07,U403_08,U403_09,U403_10,U403_11,U403_12,U404_03,U404_04,U404_05,U404_06,U404_07,U405_01,U405_02,U405_03,U405_04,U502_01,U502_02,U502_03,U502_04,U502_05,U502_06,U503_01,U503_02,U503_03,U503_04,U503_05,U503_06,U504_01,U504_02,U504_03,U504_04,U504_05,U504_06,U504_07,U504_08,U504_09,U504_10,U504_11,U504_12,U504_13,U504_14,U504_15,U504_16,U504_17,U504_18,U602_01,U602_02,U602_03,U602_04,U602_05,U602_06,U602_07,U602_08,U602_09,U602_10,U602_11,U602_12,U602_13,U602_14,U602_15,U602_16,U603_01,U603_02,U603_03,U603_04,U603_05,U603_06,U603_07,U603_08,U603_09,U603_10,U603_11,U603_12,U603_14,U603_16,U603_17,U604_01,U604_02,U604_03,U604_04,U604_05,U604_06,U604_07,U604_08,U605_01,U605_02,U605_03,U605_04,U606,U607_01,U607_02,U607_03,U607_04,U607_05,U607_06,U607_07,U607_08,U607_09,U702_01,U702_02,U702_03,U702_04,U702_05,U702_06,U702_07,U702_08,U702_09,U702_10,U703_01,U703_02,U703_03,U703_04,U703_05,U703_06,U703_07,U703_08,U703_09,U703_10,U703_11,U703_12,U704_01,U704_02,U704_03,U704_04,U704_05,U704_06,U704_07,U704_08,U704_09,U705,U706_01_CN,U706_01_1,U706_01_2,U706_01_3,U706_01_4,U706_02_CN,U706_02_1,U706_02_2,U706_02_3,U706_02_4,U706_03_CN,U706_03_1,U706_03_2,U706_03_3,U706_03_4,U706_04_CN,U706_04_1,U706_04_2,U706_04_3,U706_04_4,U706_05_CN,U706_05_1,U706_05_2,U706_05_3,U706_05_4,U706_06_CN,U706_06_1,U706_06_2,U706_06_3,U706_06_4,U706_07_CN,U706_07_1,U706_07_2,U706_07_3,U706_07_4,U706_08_CN,U706_08_1,U706_08_2,U706_08_3,U706_08_4,U706_09_CN,U706_09_1,U706_09_2,U706_09_3,U706_09_4,U708_01,U710_01,U710_02,U710_03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
1660,NA,NA,US-01,interview,45618.183958333335,1,1,33,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,NA,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,120,0,0,0,0,0,0,0,0,10,0,5,5,5,6,3,2,3,2,2,4,4,2,2,3,3,1,2,3,3,1,3,1,3,3,2,2,4,5,3,2,2,2,3,4,4,4,2,3,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,5,5,5,5,4,1,1,1,5,5,4,5,5,5,5,4,4,4,3,3,4,4,4,2,2,4,4,1,4,2,5,5,3,5,1,1,1,3,3,3,3,3,2,5,1,5,5,1,1,5,1,1,1,3,2,4,2,3,2,2,3,5,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,1,2,1,2,-1,1,1,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,17,55,182,70,209,138,54,152,45,80,56,36,61,36,5,NA,29,NA,NA,1219,NA,45618.198379629626,1,0,18,18,11,11,0.91
1661,NA,NA,US-01,interview,45618.188842592594,1,1,44,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,NA,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,NA,9,0,0,2,0,3,1,0,0,2,1,5,5,5,5,6,1,1,3,3,2,2,4,4,1,1,1,3,2,2,1,1,1,2,1,1,1,5,4,3,5,3,3,5,1,3,1,3,1,5,3,4,4,5,2,2,5,1,1,1,4,1,1,4,1,1,1,5,5,5,1,1,4,1,1,1,4,5,5,4,3,5,4,3,3,3,4,3,3,4,4,4,2,4,4,1,1,1,4,3,5,5,1,1,1,1,5,5,5,5,2,5,1,5,5,1,1,5,1,1,3,3,2,4,2,4,4,2,3,3,3,1,1,4,1,5,3,4,4,4,4,4,4,4,-1,3,5,4,3,4,4,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,3,5,0,8,18,18,95,41,76,32,15,37,60,36,47,26,37,35,4,46,2,NA,NA,633,NA,45618.196168981478,1,0,18,18,4,2,28856
1662,NA,NA,US-01,interview,45618.19059027778,1,1,72,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,3,3,6,0,0,0,0,0,0,4,2,2,4,2,3,2,2,1,3,3,2,2,3,3,2,3,1,3,2,1,1,2,1,1,1,2,1,4,5,4,3,4,4,4,2,4,2,4,2,4,5,4,4,4,4,2,3,4,3,2,4,3,3,4,3,4,3,5,4,4,4,4,3,1,1,1,4,5,4,5,4,3,4,3,3,4,4,4,4,4,3,2,2,3,4,3,2,2,4,4,4,5,1,1,1,3,3,3,2,4,2,5,2,4,4,2,2,4,2,1,2,3,4,4,1,3,1,2,4,4,4,2,3,4,3,2,3,2,4,2,4,4,3,1,1,2,4,4,-1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,35,103,98,106,225,98,46,107,45,83,119,49,114,56,10,NA,3,NA,NA,1336,NA,45618.206053240741,1,0,18,18,0,0,0.74
1667,NA,NA,US-01,interview,45618.209004629629,1,1,40,1,2,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Mechanical Engineering & Engineering Education,1,NA,12,3,30,0,0,0,2,0,0,20,10,2,3,3,5,3,2,2,2,3,3,3,3,2,2,3,1,3,3,4,4,2,1,3,1,2,1,5,5,5,5,4,5,5,3,4,3,2,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,5,5,3,5,3,1,1,1,3,4,3,4,4,4,4,3,3,3,4,4,4,4,3,-9,-9,4,4,1,4,2,4,2,4,4,1,1,1,2,5,4,4,5,1,4,1,5,4,1,1,4,2,1,2,4,4,3,3,2,3,2,5,4,3,-1,-1,2,1,2,1,2,4,5,4,3,5,1,3,3,-1,4,1,3,3,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,1,3,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,3,2,2,2,1,0,1,1,1,1,NA,2,3,0,14,38,60,74,150,335,183,78,146,203,113,98,93,157,44,6,118,9,NA,NA,1752,NA,45618.231215277781,1,0,18,18,13,12,0.68
1672,NA,NA,US-01,interview,45618.229050925926,1,1,68,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Computer science,1,NA,3,3,10,0,5,4,0,0,5,8,15,3,3,4,4,3,2,1,3,3,3,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,5,5,4,5,4,4,2,4,3,3,2,4,2,3,3,4,2,1,3,2,3,1,4,3,2,4,4,2,2,5,5,5,4,5,5,1,1,1,3,5,5,5,4,4,4,3,3,3,3,4,2,4,3,3,2,4,4,1,3,3,5,4,5,4,1,1,1,2,3,3,3,3,2,4,3,5,3,2,3,4,3,4,3,4,2,3,3,4,2,3,4,4,4,2,-1,-1,2,1,1,1,3,4,4,4,2,1,1,1,4,3,3,3,3,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,1,1,0,15,35,41,68,102,189,69,90,88,40,63,107,32,76,38,8,95,4,NA,NA,1160,NA,45618.242476851854,1,0,18,18,4,3,0.95
1674,NA,NA,US-01,interview,45618.246736111112,1,1,41,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,NA,1,1,NA,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,NA,1,NA,259,40,80,50,0,0,0,0,1,22,14,5,6,3,6,3,2,3,3,3,4,2,2,3,3,2,2,1,4,4,3,4,3,4,4,3,3,2,4,2,2,2,4,2,3,4,3,2,2,3,4,4,4,3,4,1,4,2,2,2,4,3,2,4,3,3,2,5,5,5,3,4,5,1,1,1,3,5,5,5,5,5,5,3,4,4,2,4,4,4,4,3,2,4,4,2,4,2,5,5,5,5,1,1,1,1,5,5,5,5,2,5,2,5,4,1,2,4,3,2,1,2,4,4,1,4,1,1,4,4,4,1,1,4,1,1,1,1,1,4,4,5,5,3,3,-1,-1,4,3,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,20,46,319,118,228,69,43,116,305,180,105,62,67,39,15,NA,6,NA,NA,1483,NA,45618.267013888886,1,0,18,18,0,0,0.77
1684,NA,NA,US-01,interview,45618.275243055556,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,45618.275671296295,1,0,1,1,0,0,0.59
1694,NA,NA,US-01,interview,45618.393171296295,1,1,35,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,NA,6,0,5,0,0,0,0,0,0,5,0,1,1,1,1,1,4,1,4,4,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,1,5,1,5,1,5,1,5,5,5,5,5,5,1,1,5,5,1,5,5,1,1,1,5,5,5,5,5,5,1,1,1,3,3,3,5,5,5,5,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,5,5,5,5,1,1,5,5,1,1,1,1,1,5,1,5,5,1,1,5,1,1,1,5,1,5,1,1,1,1,5,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,2,1,0,10,23,46,61,83,112,59,29,63,14,48,73,31,47,14,7,29,2,NA,NA,751,NA,45618.401863425926,1,0,18,18,1,0,19360
1697,NA,NA,US-01,interview,45618.464618055557,1,1,40,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,3,3,NA,2,NA,8,NA,NA,NA,15,10,3,4,3,3,3,2,3,2,3,3,3,2,2,3,3,1,2,3,3,1,2,4,3,2,2,1,2,2,4,2,3,2,2,4,3,4,2,3,3,5,4,4,3,5,2,3,5,4,2,3,3,3,3,3,3,2,5,3,5,5,4,3,2,2,2,4,4,4,4,4,4,4,3,3,2,3,-9,-9,-9,3,2,2,3,4,2,3,2,4,4,4,4,2,2,3,3,3,3,3,3,2,5,1,5,3,2,2,4,3,2,2,4,3,4,2,2,2,2,5,3,2,4,4,5,2,1,1,1,3,3,4,4,4,2,3,2,3,3,4,4,3,1,3,2,2,2,1,1,1,1,2,1,2,2,1,2,1,0,1,1,1,1,1,2,1,1,1,3,2,2,2,1,2,2,1,2,1,1,2,1,1,1,0,1,1,1,1,NA,2,2,0,5,13,63,78,47,92,47,28,58,34,38,69,29,48,31,4,49,2,NA,NA,735,NA,45618.47314814815,1,0,18,18,6,5,45778
1706,NA,NA,US-01,interview,45618.587754629632,1,1,43,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,18,0,30,0,0,0,0,0,0,16,120,3,3,2,3,2,2,2,2,3,3,2,2,2,2,3,1,2,2,1,1,2,1,2,1,1,1,4,5,5,5,5,5,4,1,4,1,3,2,3,5,4,2,2,2,4,4,4,4,3,5,4,4,5,4,2,3,5,5,5,1,4,5,1,1,1,5,3,3,5,5,5,5,2,3,2,4,3,4,4,4,3,2,4,4,1,4,1,5,5,5,5,1,1,1,1,5,5,5,5,2,5,1,5,4,1,1,5,2,1,2,3,2,4,2,4,3,3,3,3,-1,-1,-1,5,2,4,3,4,3,-1,5,3,4,1,3,-1,-1,2,-1,2,3,1,2,2,1,1,2,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,Adds to my job satisfaction,3,2,0,26,28,66,102,67,157,41,43,97,28,47,97,41,56,44,4,107,2,NA,NA,1053,NA,45618.599942129629,1,0,18,18,1,0,45870
1711,NA,NA,US-01,interview,45618.61513888889,1,1,34,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Systems Engineering (specifically EBUS),4,3,1,1,2,1,1,2,1,1,1,1,1,1,1,2,Mechanical Engineering,1,NA,3,0,80,0,0,0,0,0,0,10,1,5,5,4,4,4,2,3,2,2,3,2,2,2,3,3,3,2,2,3,3,3,3,3,3,2,2,4,5,4,4,4,4,4,4,3,4,2,3,4,4,4,5,4,4,2,3,4,3,2,5,4,4,5,3,3,1,4,4,4,5,5,4,1,1,1,4,4,4,5,5,5,5,3,3,3,4,3,3,3,3,3,2,4,4,1,4,1,4,4,3,4,1,1,1,3,3,3,2,3,2,4,2,4,3,3,2,3,2,3,2,2,4,4,2,2,3,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,2,0,0,4,12,84,35,43,97,46,26,58,25,38,75,25,26,17,3,18,2,NA,NA,634,NA,45618.622476851851,1,0,18,18,1,0,31778
1716,NA,NA,US-01,interview,45618.62027777778,1,1,72,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,Neuroscience,1,NA,0,0,20,0,0,5,0,0,1,5,0,1,2,1,1,1,2,1,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,5,4,5,3,5,5,1,5,1,5,1,5,2,5,3,5,2,4,4,1,3,1,4,3,3,5,3,1,3,5,5,4,3,4,4,1,1,1,4,4,4,4,3,5,4,2,3,3,3,2,3,4,4,3,2,3,4,1,3,2,4,2,4,4,2,2,3,2,4,4,2,2,2,4,2,4,3,2,3,5,3,2,1,5,5,5,1,1,1,1,5,5,5,1,1,5,1,1,1,1,3,3,3,1,-1,1,5,3,5,2,-1,-1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2487,21,57,100,78,218,80,639,9611,33,73,116,26,74,69,9,NA,3,NA,NA,1103,NA,45618.778773148151,1,0,18,18,0,0,0.77
1717,NA,NA,US-01,interview,45618.624513888892,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,45618.624641203707,1,0,1,1,0,0,2
1721,NA,NA,US-01,interview,45618.651273148149,1,1,70,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Research Faculty,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Mechanical Engineering,1,NA,0,0,2,0,0,0,0,0,3,8,0,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,2,4,4,3,4,2,4,2,4,2,5,4,5,5,4,3,3,5,3,2,3,4,3,3,4,4,2,2,5,5,5,4,4,4,1,1,1,4,4,4,4,4,5,5,3,3,3,3,4,2,3,3,2,2,3,3,2,3,3,4,4,4,4,2,2,2,3,3,4,3,5,1,4,2,4,4,2,2,4,3,2,2,5,5,4,2,1,3,3,5,4,4,3,1,5,1,3,3,1,1,1,1,1,1,1,1,4,2,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,53,307,153,231,598,122,75,114,48,110,152,53,106,64,20,NA,5,NA,NA,2253,NA,45618.677349537036,1,0,18,18,0,0,0.53
1722,NA,NA,US-01,interview,45618.653483796297,1,1,37,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,1,NA,3,3,10,10,0,4,1,0,1,2,1,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,3,4,2,1,3,4,4,2,4,2,4,2,4,4,3,3,4,2,2,3,3,3,2,2,3,3,4,3,2,3,4,4,4,4,4,3,2,2,3,3,4,3,4,4,4,4,2,3,3,3,2,2,3,3,3,3,3,3,2,2,2,4,4,3,4,2,2,2,3,4,4,3,4,2,3,4,4,3,2,3,3,3,3,1,4,2,5,2,2,3,3,4,4,4,2,2,3,2,4,1,4,3,4,4,2,2,2,3,2,2,3,3,2,3,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,1,0,0,14,30,40,223,137,240,86,59,116,50,84,94,52,89,63,8,43,3,NA,NA,1431,NA,45618.670046296298,1,0,18,18,3,2,0.86
1728,NA,NA,US-01,interview,45618.661539351851,1,1,55,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"Vascular Biology Program, Department of Surgery",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,0,80,4,0,0,2,5,0,0,12,0,2,4,3,3,2,2,3,3,2,3,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,4,5,5,4,4,4,4,2,3,2,3,2,4,1,4,4,4,1,4,4,2,3,4,4,3,4,4,4,1,3,5,5,5,2,4,3,1,1,1,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,2,2,4,4,2,3,1,5,5,5,5,1,2,1,3,4,4,4,4,2,4,4,4,4,2,2,4,3,2,2,5,5,4,2,1,3,3,5,3,4,2,4,2,5,5,5,1,3,3,4,4,3,4,4,3,4,1,1,1,2,1,1,2,1,1,1,3,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,0,1,1,1,1,0,1,1,1,1,NA,3,1,0,27,32,112,169,91,187,93,41,132,49,63,96,41,127,50,7,92,26,NA,NA,1412,NA,45618.678159722222,1,0,18,18,2,0,0.74
1733,NA,NA,US-01,interview,45618.6871875,1,1,38,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,3,3,20,10,2,8,0,1,1,10,4,3,4,3,4,1,2,2,4,4,3,2,2,3,3,2,1,3,2,3,1,2,1,2,2,2,2,5,5,5,4,4,5,4,3,2,3,3,3,4,4,5,3,3,3,4,4,2,2,4,5,4,2,5,3,2,2,5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,3,4,3,4,4,2,4,3,4,1,4,4,1,4,2,3,3,4,3,1,1,1,2,5,5,5,5,2,5,5,5,5,1,1,5,1,1,2,4,4,4,2,2,2,2,4,4,4,2,2,4,4,3,3,2,1,5,4,3,4,3,-1,2,5,4,1,4,3,1,3,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,NA,2,4,0,9,54,21,68,45,105,53,19,59,24,36,75,26,44,35,6,53,1,NA,NA,733,NA,45618.695671296293,1,0,18,18,1,0,45809
